5,4,1,1,"(0.2, 0.6)","(0.2, 0.2)",1/10,1/10
5,4,1,1,"(0.2, 0.6)","(0.2, 0.2)",1/10,1/5
5,4,1,1,"(0.2, 0.6)","(0.2, 0.2)",1/10,3/10
5,4,1,1,"(0.2, 0.6)","(0.2, 0.2)",1/10,2/5
5,4,1,1,"(0.2, 0.6)","(0.2, 0.2)",1/10,1/2
5,4,1,1,"(0.2, 0.6)","(0.2, 0.2)",1/10,3/5
5,4,1,1,"(0.2, 0.6)","(0.2, 0.2)",1/10,7/10
5,4,1,1,"(0.2, 0.6)","(0.2, 0.2)",1/10,4/5
5,4,1,1,"(0.2, 0.6)","(0.2, 0.2)",1/10,9/10
5,4,1,1,"(0.2, 0.6)","(0.2, 0.2)",1/10,1
5,4,1,1,"(0.2, 0.6)","(0.2, 0.2)",1/10,11/10
5,4,1,1,"(0.2, 0.6)","(0.2, 0.2)",1/10,6/5
5,4,1,1,"(0.2, 0.6)","(0.2, 0.2)",1/10,13/10
5,4,1,1,"(0.2, 0.6)","(0.2, 0.2)",1/10,7/5
5,4,1,1,"(0.2, 0.6)","(0.2, 0.2)",1/10,3/2
5,4,1,1,"(0.2, 0.6)","(0.2, 0.2)",1/10,8/5
5,4,1,1,"(0.2, 0.6)","(0.2, 0.2)",1/10,17/10
5,4,1,1,"(0.2, 0.6)","(0.2, 0.2)",1/10,9/5
5,4,1,1,"(0.2, 0.6)","(0.2, 0.2)",1/10,19/10
5,4,1,1,"(0.2, 0.6)","(0.2, 0.2)",1/10,2
5,4,1,1,"(0.2, 0.6)","(0.2, 0.2)",1/5,1/10
5,4,1,1,"(0.2, 0.6)","(0.2, 0.2)",1/5,1/5
5,4,1,1,"(0.2, 0.6)","(0.2, 0.2)",1/5,3/10
5,4,1,1,"(0.2, 0.6)","(0.2, 0.2)",1/5,2/5
5,4,1,1,"(0.2, 0.6)","(0.2, 0.2)",1/5,1/2
5,4,1,1,"(0.2, 0.6)","(0.2, 0.2)",1/5,3/5
5,4,1,1,"(0.2, 0.6)","(0.2, 0.2)",1/5,7/10
5,4,1,1,"(0.2, 0.6)","(0.2, 0.2)",1/5,4/5
5,4,1,1,"(0.2, 0.6)","(0.2, 0.2)",1/5,9/10
5,4,1,1,"(0.2, 0.6)","(0.2, 0.2)",1/5,1
5,4,1,1,"(0.2, 0.6)","(0.2, 0.2)",1/5,11/10
5,4,1,1,"(0.2, 0.6)","(0.2, 0.2)",1/5,6/5
